bacterial_species,isolate_code,administrative_region,national_site,local_site,sample_source,replicate,colony,esbl,ampicillin_mic,ampicillin_int,amoxicillin/clavulanic_acid_mic,amoxicillin/clavulanic_acid_int,ceftaroline_mic,ceftaroline_int,cefalexin_mic,cefalexin_int,cefalotin_mic,cefalotin_int,cefpodoxime_mic,cefpodoxime_int,cefotaxime_mic,cefotaxime_int,cefovecin_mic,cefovecin_int,ceftiofur_mic,ceftiofur_int,ceftazidime/avibactam_mic,ceftazidime/avibactam_int,imepenem_mic,imepenem_int,amikacin_mic,amikacin_int,gentamicin_mic,gentamicin_int,neomycin_mic,neomycin_int,nalidixic_acid_mic,nalidixic_acid_int,enrofloxacin_mic,enrofloxacin_int,marbofloxacin_mic,marbofloxacin_int,pradofloxacin_mic,pradofloxacin_int,doxycycline_mic,doxycycline_int,tetracycline_mic,tetracycline_int,nitrofurantoin_mic,nitrofurantoin_int,chloramphenicol_mic,chloramphenicol_int,trimethoprim/sulfamethazole_mic,trimethoprim/sulfamethazole_int,scored_resistance,num_antibiotics_tested,mar_index
escherichia_coli,vcprrwr1c6,region_iii_central_luzon,pampanga,san_roque,river_water,1,6,neg,<=2,s,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,<=0.12,s,2,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
escherichia_coli,vcprrwr1c7,region_iii_central_luzon,pampanga,san_roque,river_water,1,7,neg,>=32,r,4,s,,s,<=4,s,4,s,<=0.25,s,,s,<=0.5,s,2,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,8,i,>=16,r,<=16,s,8,s,<=20,s,2,22,0.0909
enterobacter_cloacae_complex,vcprrwr3c8,region_iii_central_luzon,pampanga,san_roque,river_water,3,8,neg,,,4,r,,,>=64,r,16,r,0.5,s,,s,2,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,64,i,8,s,<=20,s,3,20,0.15
vibrio_cholerae,vcprrwr3c9,region_iii_central_luzon,pampanga,san_roque,river_water,3,9,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>=16,r,,,<=8,s,>=4/76,r,2,4,0.5
vibrio_cholerae,vcprrwr3c16,region_iii_central_luzon,pampanga,san_roque,river_water,3,16,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<=4,s,,,<=8,s,<=2/38,s,0,4,0
vibrio_cholerae,vcprrwr3c17,region_iii_central_luzon,pampanga,san_roque,river_water,3,17,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<=4,s,,,<=8,s,<=2/38,s,0,4,0
vibrio_cholerae,vcprrwr3c18,region_iii_central_luzon,pampanga,san_roque,river_water,3,18,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<=4,s,,,<=8,s,<=2/38,s,0,4,0
vibrio_cholerae,vcprrwr3c19,region_iii_central_luzon,pampanga,san_roque,river_water,3,19,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<=4,s,,,<=8,s,<=2/38,s,0,4,0
vibrio_cholerae,vcprrwr3c20,region_iii_central_luzon,pampanga,san_roque,river_water,3,20,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<=4,s,,,<=8,s,<=2/38,s,0,4,0
vibrio_cholerae,vcprrwr3c21,region_iii_central_luzon,pampanga,san_roque,river_water,3,21,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<=4,s,,,<=8,s,<=2/38,s,0,4,0
escherichia_coli,vcprftr1c5,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,5,neg,>=32,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,>=8,r,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,3,22,0.1364
escherichia_coli,vcprftr1c6,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,6,neg,>=32,r,<=2,s,,s,>=64,r,8,s,<=0.25,s,,s,1,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,8,i,>=16,r,<=16,s,4,s,<=20,s,3,22,0.1364
escherichia_coli,vcprftr1c7,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,7,neg,4*,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,2,22,0.0909
escherichia_coli,vcprftr1c9,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,9,neg,>=32,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,2,22,0.0909
escherichia_coli,vcprftr1c10,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,10,neg,<=2*,r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,2,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,2,22,0.0909
enterobacter_cloacae_complex,ec_oadwr1c3,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,3,,,,≥32,r,,,≥64,r,≥64,r,0.5,s,,s,1,s,<=1,s,,s,2,i,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,1,i,1,s,<=1,s,32,s,4,s,<=20,s,3,20,0.15
enterobacter_cloacae_complex,ec_oadwr1c4,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,4,,,,≥32,r,,,≥64,r,≥64,r,0.5,s,,s,1,s,<=1,s,,s,2,i,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,1,i,1,s,<=1,s,32,s,4,s,<=20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_oadwr1c5,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,5,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oadwr1c6,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,6,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oadwr1c9,region_viii_eastern_visayas,ormoc,alegria,drinking_water,1,9,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
vibrio_fluvialis,vcoadwr3c17,region_viii_eastern_visayas,ormoc,alegria,drinking_water,3,17,neg,16,r,4,i,,,,,,,,,,,<=0.5,s,2,r,,,<=0.25,s,<=2,s,<=1,s,,,,,<=0.12,s,<=0.5,s,,,<=0.5,s,<=1,s,,,<=2,s,<=20,s,2,13,0.1538
vibrio_fluvialis,vcoadwr3c31,region_viii_eastern_visayas,ormoc,alegria,drinking_water,3,31,neg,16,i,4,s,,,,,,,,,,,<=0.5,s,2,s,,,<=0.25,s,<=2,s,<=1,s,,,,,<=0.12,s,<=0.5,s,,,<=0.5,s,<=1,s,,,<=2,s,<=20,s,0,13,0
escherichia_coli,ec_oarwr1c3,region_viii_eastern_visayas,ormoc,alegria,river_water,1,3,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr1c7,region_viii_eastern_visayas,ormoc,alegria,river_water,1,7,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr1c8,region_viii_eastern_visayas,ormoc,alegria,river_water,1,8,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,4,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oarwr1c9,region_viii_eastern_visayas,ormoc,alegria,river_water,1,9,neg,8,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
enterobacter_cloacae_complex,ec_oarwr1c10,region_viii_eastern_visayas,ormoc,alegria,river_water,1,10,,,,≥32,r,,,≥64,r,≥64,r,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,3,19,0.1579
enterobacter_cloacae_complex,ec_oarwr2c3,region_viii_eastern_visayas,ormoc,alegria,river_water,2,3,,,,16,*r,,,≥64,r,≥64,r,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,3,19,0.1579
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr2c5,region_viii_eastern_visayas,ormoc,alegria,river_water,2,5,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr3c1,region_viii_eastern_visayas,ormoc,alegria,river_water,3,1,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oarwr3c9,region_viii_eastern_visayas,ormoc,alegria,river_water,3,9,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
escherichia_coli,ec_oarwr3c10,region_viii_eastern_visayas,ormoc,alegria,river_water,3,10,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,≥16,r,<=16,s,4,s,<=20,s,2,22,0.0909
pseudomonas_aeruginosa,saloaewr2c2,region_viii_eastern_visayas,ormoc,alegria,effluent_water_untreated,2,2,,,,,,,,,,,,,,,r,≥8,r,≥8,r,,,2,s,≤2,s,≤1,s,,,,,1,i,≤0.5,s,,,,,,,,,,,,,3,8,0.375
pseudomonas_aeruginosa,saloarwr1c7,region_viii_eastern_visayas,ormoc,alegria,river_water,1,7,,,,,,,,,,,,,,,r,≥8,r,≥8,r,,,2,s,4,s,4,s,,,,,1,i,≤0.5,s,,,,,,,,,,,,,3,8,0.375
vibrio_fluvialis,vcoarwr3c14,region_viii_eastern_visayas,ormoc,alegria,river_water,3,14,neg,16,i,4,s,,,,,,,,,,,<=0.5,s,1,s,,,1,s,<=2,s,<=1,s,,,,,<=0.12,s,<=0.5,s,,,<=0.5,s,<=1,s,,,<=2,s,<=20,s,0,13,0
enterobacter_cloacae_complex,vcoarwr3c20,region_viii_eastern_visayas,ormoc,alegria,river_water,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr1c11,region_viii_eastern_visayas,ormoc,alegria,fish_banak,1,11,neg,≥32,r,4,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr1c18,region_viii_eastern_visayas,ormoc,alegria,fish_banak,1,18,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr2c5,region_viii_eastern_visayas,ormoc,alegria,fish_banak,2,5,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr2c8,region_viii_eastern_visayas,ormoc,alegria,fish_banak,2,8,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oafbr2c14,region_viii_eastern_visayas,ormoc,alegria,fish_banak,2,14,neg,≥32,r,4,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,0.25,s,≥16,r,≥16,r,<=16,s,≥64,r,<=20,s,4,22,0.1818
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr2c15,region_viii_eastern_visayas,ormoc,alegria,fish_banak,2,15,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oafbr3c1,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,1,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,<=0.5,s,2,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,≥16,r,<=16,s,4,s,<=20,s,2,22,0.0909
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr3c2,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,2,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
enterobacter_aerogenes,ec_oafbr3c3,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_oafbr3c4,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,4,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,0,22,0
escherichia_coli,ec_oafbr3c6,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,6,neg,≤2*,*r,≤2,s,,s,32,r,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,8,i,≥16,r,<=16,s,<=2,s,<=20,s,3,22,0.1364
escherichia_coli,ec_oafbr3c7,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,7,neg,8,s,4,s,,s,8,s,4,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_oafbr3c8,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,8,neg,8,s,4,s,,s,8,s,4,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr3c16,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,16,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr3c18,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,18,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr3c20,region_viii_eastern_visayas,ormoc,alegria,fish_banak,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_oafgr1c1,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,1,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr1c2,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,2,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
escherichia_coli,ec_oafgr1c5,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_oafgr1c6,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,6,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,≥16,r,32,s,4,s,<=20,s,2,22,0.0909
escherichia_coli,ec_oafgr1c8,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,8,neg,8,s,4,s,,s,8,s,4,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr1c10,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,10,neg,8,s,4,s,,s,8,s,4,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
escherichia_coli,ec_oafgr1c11,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,11,neg,8,s,4,s,,s,8,s,16,i,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
escherichia_coli,ec_oafgr1c14,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,14,neg,8,s,4,s,,s,8,s,4,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_ozaenae,ec_oafgr1c16,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,1,16,neg,8,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=0.5,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oafgr2c2,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,2,2,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,<=0.5,s,<=1,s,<=16,s,<=2,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr2c4,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,2,4,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr2c5,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,2,5,neg,8,s,≤2,s,,s,8,s,8,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,4,s,<=16,s,8,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oafgr2c6,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,2,6,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,<=0.5,s,<=1,s,<=16,s,<=2,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr2c7,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,2,7,neg,8,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr3c1,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,1,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr3c2,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,2,neg,≥32,r,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,>=64,,,,1,i,1,s,<=0.12,s,≥16,r,≥16,r,128,r,16,i,<=20,s,4,22,0.1818
escherichia_coli,ec_oafgr3c3,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,3,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,≥16,r,<=16,s,8,s,<=20,s,2,22,0.0909
escherichia_coli,ec_oafgr3c4,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,4,neg,8,s,≤2,s,,s,8,s,4,s,0.5,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,≥16,r,<=16,s,8,s,<=20,s,2,22,0.0909
escherichia_coli,ec_oafgr3c6,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,6,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr3c7,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,7,neg,4,s,≤2,s,,s,8,s,16,i,0.5,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=20,s,0,22,0
escherichia_coli,ec_oafgr3c8,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,8,neg,8,s,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
escherichia_coli,ec_oafgr3c9,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,9,neg,8,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafgr3c13,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,13,neg,≥32,r,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
